"Site","Date","LE","lamda","Temp","Precip","ET","ET_corr"
"US-CMW",2019-02-05,11.5293959590444,2471474.022625,12.5057083333333,0,1.03021795323064,1.18200439836519
"US-CMW",2019-02-06,10.341691024279,2479812.36140625,8.97401041666667,0,0.726376699526598,0.839352023229786
"US-CMW",2019-02-07,12.8224634793047,2496849.78009375,1.75782291666667,0,0.484237291285637,0.561618967362934
"US-CMW",2019-02-08,9.87340950910717,2497191.43646875,1.61311458333333,0,0.484735544032761,0.557980132792674
"US-CMW",2019-02-11,28.2795418048709,2486902.14928125,5.97113541666667,0,1.30822664883894,1.50484286643593
"US-CMW",2019-02-12,12.103890827461,2495838.26375,2.18625,0,0.532964344861494,0.609115689828892
"US-CMW",2019-02-13,10.6544852257364,2484709.0508125,6.90002083333333,0,0.555694500474851,0.638338804109225
"US-CMW",2019-02-14,9.89395342016583,2473075.3216875,11.8274791666667,0,0.49834708443317,0.57099892178375
"US-CMW",2019-02-15,43.2501359476316,2464317.93,15.5366666666667,0,1.77420821935729,2.03487345452082
"US-CMW",2019-02-16,11.8955178385605,2480540.92665625,8.66542708333333,0,0.904715196704356,1.03522713687996
"US-CMW",2019-02-17,10.4893913022293,2488345.99915625,5.35959375,0,0.903481572071515,1.05580334562856
"US-CMW",2019-02-18,7.34212494450159,2495604.7706875,2.28514583333333,0,0.812492904321842,0.957631203755178
"US-CMW",2019-02-20,25.0709653186622,2499929.16353125,0.453552083333333,0,1.24367510975423,1.45479666074881
"US-CMW",2019-02-21,16.5436133404857,2485435.1566875,6.59247916666667,0,0.727227185859166,0.857251229411955
"US-CMW",2019-02-23,65.7657991033139,2499095.58296875,0.806614583333333,0,2.16799011518768,2.56861673563059
"US-CMW",2019-02-24,32.6017435766033,2496832.9825625,1.7649375,0,1.57915559054836,1.88386448165094
"US-CMW",2019-02-25,25.9871749994481,2484455.51384375,7.00740625,0,1.4368568771932,1.71456614572919
"US-CMW",2019-02-26,21.6220360496577,2480148.8285,8.8315,0,1.10652435042179,1.3452294848038
"US-CMW",2019-02-27,18.1015449493069,2470019.27771875,13.1218645833333,0,0.729487087959979,0.883503890125599
"US-CMW",2019-02-28,12.3885178946856,2476451.96978125,10.3973020833333,0,0.73684719829775,0.870983115531794
"US-CMW",2019-03-01,14.1015551979457,2473418.52746875,11.6821145833333,0,0.858036078609152,1.01837944355077
"US-CMW",2019-03-02,12.571487151787,2468293.09159375,13.8529895833333,0,0.640315913219576,0.760298462767301
"US-CMW",2019-03-03,12.0263323037688,2462423.719375,16.3389583333333,0,0.802858213097124,0.948104725512496
"US-CMW",2019-03-04,12.9702513895631,2472384.55703125,12.1200520833333,0,0.794084162448921,0.937743345700043
"US-CMW",2019-03-05,14.8376788419908,2473844.29446875,11.50178125,0,0.951731918230113,1.08294381794538
"US-CMW",2019-03-06,11.7505684044862,2463123.6083125,16.0425208333333,0,0.683104072064845,0.770119842408822
"US-CMW",2019-03-07,12.3501110399325,2461254.31115625,16.8342604166667,0,0.474158906127338,0.534279924542744
"US-CMW",2019-03-08,8.6739430502957,2465438.8639375,15.0618958333333,0,0.448621865697753,0.506158061470325
"US-CMW",2019-03-09,7.56382757948253,2485332.8466875,6.6358125,0,0.671503631066561,0.763237204946657
"US-CMW",2019-03-10,4.3638130032627,2477009.9281875,10.1609791666667,0,0.327470000941308,0.377670132992423
"US-CMW",2019-03-11,21.1829376894444,2467411.725375,14.2262916666667,0,0.994096714856821,1.15909689603287
"US-CMW",2019-03-13,129.716571478098,2484919.45034375,6.81090625,0,4.88109569720272,5.68134943735675
"US-CMW",2019-03-14,46.3063199629296,2483428.4050625,7.4424375,0,1.76164872430032,2.04210298576116
"US-CMW",2019-03-15,31.3862058605696,2487549.50596875,5.69694791666667,0,1.43374601556479,1.69979820333509
"US-CMW",2019-03-16,19.6492609457892,2471314.458375,12.5732916666667,0,0.680571405265379,0.810886329483906
"US-CMW",2019-03-17,21.3018153730454,2477548.088625,9.93304166666667,0,1.15445324000598,1.37539595573539
"US-CMW",2019-03-18,13.7255877352059,2473272.29303125,11.7440520833333,0,0.70973971896635,0.863994550341062
"US-CMW",2019-03-19,17.6108985253809,2468273.392,13.8613333333333,0,0.859580176262456,1.04673428241426
"US-CMW",2019-03-20,16.764559355628,2463454.9353125,15.9021875,0,1.00179331179322,1.23736234725693
"US-CMW",2019-03-21,21.2967406228138,2464652.42959375,15.3949895833333,0,0.824570355660844,1.01854070846061
"US-CMW",2019-03-22,16.8766659709991,2477367.7180625,10.0094375,0,0.824148975104839,1.01802020314884
"US-CMW",2019-03-23,16.4771965271366,2476872.81803125,10.2190520833333,0,0.808911113829041,0.987099538091402
"US-CMW",2019-03-24,17.8913486571706,2470125.5965,13.0768333333333,0,0.964371118160727,1.17665606941925
"US-CMW",2019-03-25,15.0662291982932,2470118.7594375,13.0797291666667,0,0.784469186339265,0.952625680781504
"US-CMW",2019-03-26,14.6853053238226,2461749.8998125,16.6243541666667,0,0.92001243065619,1.10266798152124
"US-CMW",2019-03-27,17.1413612175275,2458937.506125,17.8155416666667,0,0.927738616458449,1.10639580876655
"US-CMW",2019-03-28,19.6793454275078,2460089.79709375,17.3274895833333,0,0.937778674929398,1.11836930907683
"US-CMW",2019-03-29,25.4918543707818,2463973.8634375,15.6823958333333,0,1.27218898409616,1.52603559058907
"US-CMW",2019-03-30,14.2311288420198,2467721.18853125,14.09521875,0,0.631321679065606,0.75496493098662
"US-CMW",2019-03-31,13.7290883430154,2471134.89940625,12.64934375,0,0.639550004128066,0.771059114772381
"US-CMW",2019-04-01,11.9344893104647,2471873.40053125,12.3365520833333,0,0.639812126125375,0.770694551120697
"US-CMW",2019-04-02,17.049104829034,2466156.04228125,14.7581354166667,0,0.837759690103265,0.998118417155362
"US-CMW",2019-04-03,19.6446743745356,2462636.38153125,16.2488854166667,0,1.00836808027366,1.18935741414429
"US-CMW",2019-04-04,16.2995314977988,2468082.4953125,13.9421875,0,0.834865179584419,0.974529116516254
"US-CMW",2019-04-06,7.91533066197021,2469845.5720625,13.1954375,0,0.826007628895354,0.9464604750521
"US-CMW",2019-04-07,16.7737403677733,2469311.346625,13.4217083333333,0,0.908904843874795,1.04168654484475
"US-CMW",2019-04-08,19.2231916379601,2461512.84065625,16.7247604166667,0,0.828820845742407,0.945180808613935
"US-CMW",2019-04-09,20.8805706654822,2455222.472625,19.3890416666667,0,1.23382455257072,1.39360259837321
"US-CMW",2019-04-10,18.353872817147,2454732.5159375,19.5965625,0,0.840520929936682,0.941692887579221
"US-CMW",2019-04-11,21.1479860140893,2472057.09125,12.25875,0,0.886371556284443,0.999491886169671
"US-CMW",2019-04-12,10.2277599025171,2475429.7305625,10.8302708333333,0,0.502335043992066,0.569238296035276
"US-CMW",2019-04-13,12.3425817592326,2477362.9960625,10.0114375,0,0.852698868458199,0.981528507757781
"US-CMW",2019-04-14,16.7615273255504,2471175.0118125,12.6323541666667,0,0.765334169797295,0.880964351430946
"US-CMW",2019-04-15,18.3998775655335,2460135.320125,17.3082083333333,0,1.01770139051041,1.10675056962724
"US-CMW",2019-04-16,19.5718713638806,2460023.88584375,17.35540625,0,0.992148308790268,1.07763894569733
"US-CMW",2019-04-17,20.642678292371,2467421.14478125,14.2223020833333,0,1.42173494692445,1.54613718428589
"US-CMW",2019-04-18,20.0050851284109,2468342.37746875,13.8321145833333,0,0.94261294238251,1.08553688993245
"US-CMW",2019-04-19,23.5185429622573,2459624.6063125,17.5245208333333,0,1.12316965998938,1.3233573730008
"US-CMW",2019-04-20,27.2236116827285,2452048.62459375,20.7333229166667,0,1.11200115869872,1.31019825817169
"US-CMW",2019-04-21,25.1777510954566,2453751.15153125,20.01221875,0,1.12182555199461,1.30804855024222
"US-CMW",2019-04-22,18.8268559835847,2456578.5228125,18.8146875,0,1.08111847689333,1.25531706036679
"US-CMW",2019-04-23,19.0250886288089,2461300.6211875,16.8146458333333,0,1.0758440180419,1.25440615261781
"US-CMW",2019-04-24,75.8007772077303,2467619.56715625,14.1382604166667,0,2.84835892600709,3.32111244913573
"US-CMW",2019-04-25,33.9681876238908,2456857.465125,18.6965416666667,0,1.20617713499617,1.40637117826795
"US-CMW",2019-04-26,29.5259208649221,2451672.73371875,20.89253125,0,1.09424731348396,1.27586391660945
"US-CMW",2019-04-27,32.9592710185833,2448121.2240625,22.3967708333333,0,1.1950965606783,1.39345151671314
"US-CMW",2019-04-28,35.1808914687104,2452930.335125,20.359875,0,1.42375849727089,1.67219065155967
"US-CMW",2019-04-29,28.6088062197452,2455607.24184375,19.2260729166667,0,1.02689946995256,1.19733808212548
"US-CMW",2019-04-30,35.2107816341549,2459368.29025,17.6330833333333,0,1.49422659201921,1.74222935574387
"US-CMW",2019-05-01,36.6689400664243,2460239.22871875,17.2641979166667,0,1.42851189992664,1.66557042966253
"US-CMW",2019-05-02,40.4343113948244,2459245.78878125,17.68496875,0,1.36775533514384,1.59338883813719
"US-CMW",2019-05-03,44.8869031106505,2457273.91109375,18.52015625,0,1.50052893189308,1.74806560058412
"US-CMW",2019-05-04,45.2355350393498,2456556.65896875,18.8239479166667,0,1.56091171826411,1.81840951030765
"US-CMW",2019-05-05,53.6955774862437,2452501.64146875,20.5414479166667,0,1.94992276957601,2.21591217026675
"US-CMW",2019-05-06,51.1434820134406,2457094.32753125,18.59621875,0,2.04694125911413,2.33289520176664
"US-CMW",2019-05-07,50.7188001557093,2458098.367375,18.1709583333333,0,1.78397476168796,2.06319332004818
"US-CMW",2019-05-08,46.5947820336667,2465093.10040625,15.20834375,0,1.90381788258478,2.20624994492273
"US-CMW",2019-05-09,52.6127539518207,2459755.3466875,17.4691458333333,0,2.33943377147873,2.71776876388808
"US-CMW",2019-05-10,55.4894987072487,2454432.9640625,19.7234375,0,1.67918294811929,1.9551391977644
"US-CMW",2019-05-11,62.0483103827595,2462246.96409375,16.4138229166667,0,2.62972108261261,3.0570986281565
"US-CMW",2019-05-13,96.4913759002036,2468671.19590625,13.69284375,0,4.00083284022859,4.57506361662398
"US-CMW",2019-05-14,86.2507498042015,2457811.3583125,18.2925208333333,0,3.0534910165199,3.50797217893447
"US-CMW",2019-05-15,85.0089915487286,2451580.40878125,20.9316354166667,0,3.23565600819518,3.72498276193854
"US-CMW",2019-05-16,94.2540667878858,2448896.73878125,22.0683020833333,0,3.82871517945091,4.43823816022632
"US-CMW",2019-05-17,91.1878224948434,2454163.367375,19.837625,0,2.84521650762521,3.30536958406903
"US-CMW",2019-05-18,77.74381946802,2464884.668375,15.296625,0,2.55367305127518,2.97153398005633
"US-CMW",2019-05-19,68.438335484477,2461294.374375,16.8172916666667,0,2.77662748906469,3.21802267925135
"US-CMW",2019-05-20,69.2782478389168,2462014.6269375,16.5122291666667,0,2.17783549306408,2.55393439283376
"US-CMW",2019-05-21,75.9569470632088,2469588.10009375,13.3044895833333,0,2.7351011467739,3.1996005151224
"US-CMW",2019-05-22,88.1937373990201,2458032.97259375,18.19865625,0,2.89965914200524,3.40041258113709
"US-CMW",2019-05-23,82.9892672550669,2459947.620625,17.3877083333333,0,3.15042544165603,3.69448469047752
"US-CMW",2019-05-24,82.3795729939398,2465158.446,15.1806666666667,0,2.76442693903538,3.24182660194659
"US-CMW",2019-05-25,91.9384962148538,2458069.1008125,18.1833541666667,0,3.12317067144527,3.66295347292811
"US-CMW",2019-05-26,99.1163344129357,2450547.3975,21.3691666666667,0,3.22370530050182,3.79747757086676
"US-CMW",2019-05-27,98.2023574298197,2457136.33365625,18.5784270833333,0,3.53357725616085,4.16250219060251
"US-CMW",2019-05-28,99.2497395126379,2462167.059,16.4476666666667,0,3.66977889723698,4.35504195836925
"US-CMW",2019-05-29,93.0057237766474,2461319.77971875,16.80653125,0,3.93349910318451,4.70924869197447
"US-CMW",2019-05-30,87.0275529159721,2458269.12178125,18.0986354166667,0,2.82562349797596,3.38288211406552
"US-CMW",2019-05-31,92.4233917788941,2451282.82440625,21.0576770833333,0,3.11333509674936,3.7276259092204
"US-CMW",2019-06-01,93.3892285800888,2449349.78025,21.8764166666667,0,3.625809437238,4.41681343318239
"US-CMW",2019-06-02,96.0260678058577,2447417.3509375,22.6948958333333,0,3.14515152792936,3.8569405106645
"US-CMW",2019-06-03,109.565988170661,2449616.17975,21.7635833333333,0,3.88267743405799,4.81884004663222
"US-CMW",2019-06-04,99.0813815938651,2451296.5723125,21.0518541666667,0,3.30749059532257,4.10906047085145
"US-CMW",2019-06-05,119.833395269595,2447938.61546875,22.4741145833333,0,3.46392321614422,4.34105270833775
"US-CMW",2019-06-06,99.3146617630067,2445935.085625,23.3227083333333,0,3.07955185063698,3.86604615398038
"US-CMW",2019-06-07,88.7760635120285,2442207.165,24.9016666666667,0,3.68259164885781,4.59572101347906
"US-CMW",2019-06-08,100.363549313575,2445241.4926875,23.6164791666667,0,3.2133046704323,3.99721821148533
"US-CMW",2019-06-09,102.641768100584,2446085.402625,23.2590416666667,0,3.56172424045992,4.45856079791327
"US-CMW",2019-06-11,119.764036790275,2444732.943125,23.831875,0,5.34972286937143,6.70287548319061
"US-CMW",2019-06-12,131.251662899702,2440585.453125,25.5885416666667,0,4.71940892810633,5.88019514812857
"US-CMW",2019-06-13,112.104032596798,2437608.13375,26.8495833333333,0,3.42994077501778,4.25660652146579
"US-CMW",2019-06-14,150.808708722223,2435922.2321875,27.5636458333333,0,4.80040328356416,5.95960200385664
"US-CMW",2019-06-15,149.907362059967,2444401.222625,23.972375,0,4.730653832941,5.81626809875805
"US-CMW",2019-06-16,136.004054223975,2442679.6109375,24.7015625,0,4.83198586264584,5.87767125072714
"US-CMW",2019-06-17,126.310167979733,2444830.0884375,23.7907291666667,0,4.58171792467719,5.54918914892289
"US-CMW",2019-06-18,130.655870037515,2445280.22784375,23.6000729166667,0,4.98014020985497,6.03597923679237
"US-CMW",2019-06-19,141.089324013375,2446512.86659375,23.0779895833333,0,4.45051950054424,5.40886575814566
"US-CMW",2019-06-20,147.905675592513,2443281.42,24.4466666666667,0,4.82226045520463,5.9321947281602
"US-CMW",2019-06-21,145.308802681624,2444061.7305,24.1161666666667,0,4.40014700566461,5.41292390002727
"US-CMW",2019-06-22,141.468556273433,2443770.5896875,24.2394791666667,0,4.49001752835144,5.53483822235172
"US-CMW",2019-06-23,145.395100178253,2446676.66096875,23.0086145833333,0,5.38229855582949,6.63475177609191
"US-CMW",2019-06-24,128.257522454007,2446280.87375,23.17625,0,4.20756219253931,5.18665593155024
"US-CMW",2019-06-25,118.351999807299,2443490.54065625,24.35809375,0,4.0548579058114,4.99841757444768
"US-CMW",2019-06-26,111.961537999774,2441662.1675,25.1325,0,3.7829779464445,4.66327153515196
"US-CMW",2019-06-27,103.858289654403,2439082.775,26.225,0,3.15889523957695,3.89396566984781
"US-CMW",2019-06-28,119.340704926629,2432580.9253125,28.9788541666667,0,4.02963434531626,4.96729900853234
"US-CMW",2019-06-29,96.1900598346993,2428572.6359375,30.6765625,0,2.8286168052455,3.45701562029978
"US-CMW",2019-06-30,113.045217678721,2432377.2890625,29.0651041666667,0,3.79586309644872,4.62880769715705
"US-CMW",2019-07-01,109.196538584749,2438965.216875,26.2747916666667,0,3.74895039634992,4.5905179071064
"US-CMW",2019-07-02,134.683181230231,2437904.2425,26.7241666666667,0,5.20917878507423,6.41339014331921
"US-CMW",2019-07-03,149.648983830937,2435251.3146875,27.8478125,0,6.14581356867873,7.58600099122874
"US-CMW",2019-07-04,143.444889082179,2438281.2646875,26.5644791666667,0,5.73554601142535,7.06630480582514
"US-CMW",2019-07-05,117.885831850343,2438105.6653125,26.6388541666667,0,5.13729865832042,6.32054218490005
"US-CMW",2019-07-08,151.795652250977,2443497.5990625,24.3551041666667,0,5.05890258881266,6.2483833863608
"US-CMW",2019-07-09,109.82741779407,2441817.3540625,25.0667708333333,0,4.01211831549332,4.91492090334861
"US-CMW",2019-07-10,94.2775395560261,2439678.435625,25.9727083333333,0,3.41755859317757,4.16373983081836
"US-CMW",2019-07-11,75.9549291131559,2432446.3975,29.0358333333333,0,2.33501400500109,2.84889502807564
"US-CMW",2019-07-12,109.923027502639,2431226.3015625,29.5526041666667,0,3.60979789693898,4.4335784054663
"US-CMW",2019-07-13,120.578418899674,2435357.31375,27.8029166666667,0,4.66581830323156,5.75491584969445
"US-CMW",2019-07-14,98.9184150825377,2438990.5484375,26.2640625,0,3.92464054988279,4.84528571180561
"US-CMW",2019-07-15,165.712705573599,2437685.358125,26.816875,0,5.48279835105328,6.76895735377936
"US-CMW",2019-07-16,113.428209567779,2435976.0925,27.5408333333333,0,3.87039796317005,4.83551968225712
"US-CMW",2019-07-17,119.339270798168,2436861.2215625,27.1659375,0,4.73298068692887,5.86259632698363
"US-CMW",2019-07-19,134.451231065765,2437367.606875,26.9514583333333,0,4.13641689610249,5.12162266959588
"US-CMW",2019-07-20,116.110211044228,2435832.465,27.6016666666667,0,4.59202655960924,5.60767943664367
"US-CMW",2019-07-21,121.90598188372,2434294.6178125,28.2530208333333,0,4.19198865116271,5.10683696098726
"US-CMW",2019-07-23,149.87708376995,2446544.51875,23.0645833333333,0,4.67375349022252,5.65688368564591
"US-CMW",2019-07-24,160.303970018123,2444216.96625,24.0504166666667,0,5.27043378455382,6.4238031111889
"US-CMW",2019-07-25,127.852902269349,2438966.0530625,26.2744375,0,4.00238878022353,4.92417690420488
"US-CMW",2019-07-26,103.22686600947,2436647.99375,27.25625,0,4.12298542574827,5.03366630431485
"US-CMW",2019-07-27,104.887310160095,2432859.3265625,28.8609375,0,3.71198177780462,4.51888828910582
"US-CMW",2019-07-28,108.068975200798,2433903.33125,28.41875,0,4.37055399222139,5.3138757846621
"US-CMW",2019-07-29,105.162956917108,2434857.56875,28.0145833333333,0,4.02691333847414,4.86437525002065
"US-CMW",2019-08-01,146.354965343603,2446251.1153125,23.1888541666667,0,5.65989405843778,6.68980531828826
"US-CMW",2019-08-02,118.606050108161,2439172.0503125,26.1871875,0,5.0334788990649,5.92314782285259
"US-CMW",2019-08-03,85.4408448669218,2438143.5396875,26.6228125,0,3.83586571261572,4.46966117543051
"US-CMW",2019-08-04,171.987569622727,2443073.1109375,24.5348958333333,0,5.88759592314423,6.90849108592362
"US-CMW",2019-08-05,106.336729389797,2435298.5346875,27.8278125,0,4.40269540936841,5.16349961114014
"US-CMW",2019-08-06,103.434525374632,2440465.435625,25.639375,0,3.24202199396742,3.81899286730314
"US-CMW",2019-08-07,155.062753793641,2443040.893125,24.5485416666667,0,5.27560268063007,6.21510483617826
"US-CMW",2019-08-08,102.423475658791,2437823.083125,26.7585416666667,0,3.77409707590154,4.42625581725338
"US-CMW",2019-08-09,95.8165023333576,2440508.22875,25.62125,0,3.40476775782437,3.9750301566484
"US-CMW",2019-08-10,64.0091545347942,2447320.6975,22.7358333333333,0,2.49295753823883,2.91604704858779
"US-CMW",2019-08-11,95.1084559785525,2447452.028125,22.6802083333333,0,3.5900269664906,4.1857170788896
"US-CMW",2019-08-14,96.5775859162406,2438218.05875,26.59125,0,3.67946336363511,4.32625236799128
"US-CMW",2019-08-15,88.1977754580904,2434422.9971875,28.1986458333333,0,3.46108461318624,4.04493571670175
"US-CMW",2019-08-16,94.193283945204,2436366.8871875,27.3753125,0,3.80158545599483,4.4502968665285
"US-CMW",2019-08-17,102.548428755738,2433914.8903125,28.4138541666667,0,3.76003392516742,4.41160323059367
"US-CMW",2019-08-18,100.542380207918,2436711.9375,27.2291666666667,0,4.30848148686983,5.11566636093236
"US-CMW",2019-08-19,88.5199543647006,2437072.97375,27.07625,0,3.97066299525042,4.72199632222005
"US-CMW",2019-08-20,82.8181517029157,2437580.096875,26.8614583333333,0,3.08173327416147,3.67110189641289
"US-CMW",2019-08-21,83.1881949636853,2431109.48125,29.6020833333333,0,3.1195223569714,3.70007543987362
"US-CMW",2019-08-22,72.1843041149359,2434338.8865625,28.2342708333333,0,3.59435702969663,4.2651468944017
"US-CMW",2019-08-23,79.2739873077781,2439916.2571875,25.8719791666667,0,4.09261434052747,4.88335684675211
"US-CMW",2019-08-25,100.879631702188,2441582.975625,25.1660416666667,0,4.3542757170411,5.20991266329449
"US-CMW",2019-08-26,93.000600338443,2437895.6346875,26.7278125,0,3.67993719791931,4.39775938206673
"US-CMW",2019-08-27,74.8947893139777,2436704.3134375,27.2323958333333,0,3.27578616274181,3.92352405669408
"US-CMW",2019-08-28,103.643515107898,2438180.184375,26.6072916666667,0,4.07700977291454,4.87244950705679
"US-CMW",2019-09-12,92.2398422463356,2445210.3078125,23.6296875,0,4.24085382298866,5.06956485316333
"US-CMW",2019-09-13,78.7000222865615,2446913.1790625,22.9084375,0,2.92011510671426,3.49073878282305
"US-CMW",2019-09-14,44.1629006648307,2449603.98125,21.76875,0,1.65725073761698,1.98109636478374
"US-CMW",2019-09-16,85.9548228435772,2450943.84875,21.20125,0,3.70939802576686,4.4342565536882
"US-CMW",2019-09-17,126.553414554105,2452100.246875,20.7114583333333,0,4.40247529487425,5.26276899732558
"US-CMW",2019-09-18,99.655942500528,2449476.09375,21.8229166666667,0,4.22314891468291,5.04840020457565
"US-CMW",2019-09-26,157.825472994029,2457226.3221875,18.5403125,0,4.72247011992308,6.06876730024502
"US-CMW",2019-09-27,151.494272320133,2458486.0140625,18.0067708333333,0,5.85532893757902,7.53295149858245
"US-CMW",2019-11-06,20.1241540608472,2462541.5234375,16.2890625,0,1.13361260197847,1.31542113334875
"US-CMW",2019-11-07,13.9958557035974,2466938.56621875,14.4266979166667,0,0.805289717504661,0.93156570670586
"US-CMW",2019-11-08,3.12225628165898,2469457.4335,13.3598333333333,0,0.207295331736623,0.237852806497542
"US-CMW",2019-11-09,4.72824802398824,2466487.17253125,14.6178854166667,0,0.370944160881658,0.425469585022607
"US-CMW",2019-11-10,8.33357272139524,2464081.338125,15.636875,0,0.681743077975869,0.766474589806171
"US-CMW",2019-11-11,4.86147783341617,2462315.7528125,16.3846875,0,0.355051185062321,0.403035415953501
"US-CMW",2019-11-12,8.09300858867292,2465297.9909375,15.1215625,0,0.588081801065396,0.667826971047004
"US-CMW",2019-11-13,7.94090966105038,2481827.27815625,8.12059375,0,0.421639635375382,0.478815744301962
"US-CMW",2019-11-14,10.0160368677241,2471904.708375,12.3232916666667,0,0.779393428642629,0.894178060195596
"US-CMW",2019-11-15,7.41243098831559,2474461.6221875,11.2403125,0,0.400810750264804,0.469096160262073
"US-CMW",2019-11-17,7.11843638801648,2471980.260375,12.2912916666667,0,0.410510030882575,0.473675815263438
"US-CMW",2019-11-18,7.994552362213,2472946.00775,11.88225,0,0.517601050072981,0.604875666531635
"US-CMW",2019-11-22,63.3092522366631,2481161.2548125,8.4026875,0,2.82637928264037,3.27521085921543
"US-CMW",2019-11-30,49.2262008109786,2486181.38025,6.27641666666667,0,1.64855849891203,2.06441055486278
"US-CMW",2019-12-07,18.7568967952729,2473976.70721875,11.4456979166667,0,0.978205081449504,1.29445900891845
"US-CMW",2019-12-10,34.9224183623209,2482252.3319375,7.9405625,0,1.11992746785403,1.46331014253199
"US-CMW",2019-12-12,25.8881652650672,2485108.96978125,6.73063541666667,0,1.45927827516232,1.93753195970343
"US-CMW",2019-12-13,22.2165661470863,2480491.76375,8.68625,0,0.754762861299373,1.00668366302281
"US-CMW",2019-12-14,19.5398711058352,2475418.9585,10.8348333333333,0,1.25372249227669,1.6539707552127
"US-CMW",2019-12-15,15.7731332589531,2473083.95409375,11.8238229166667,0,1.09348470946466,1.41773610550906
"US-CMW",2019-12-16,22.4520620784736,2488528.87828125,5.28213541666667,0,1.46566425596264,1.8979575391362
"US-CMW",2019-12-17,12.0068070421753,2500395.7315625,0.2559375,0,0.560457562475448,0.725762842164373
"US-CMW",2019-12-18,12.7868043735198,2492859.9114375,3.44772916666667,0,0.435518501557469,0.564718311670309
"US-CMW",2019-12-19,10.0007319493746,2493654.240375,3.11129166666667,0,0.632780905398053,0.81912331516726
"US-CMW",2019-12-20,12.399087016832,2492404.80409375,3.64048958333333,0,0.616774833233604,0.790704167417363
"US-CMW",2019-12-21,13.9740579667623,2492411.7149375,3.6375625,0,0.594811398754097,0.749587852280747
"US-CMW",2019-12-22,11.4687090529204,2488737.58084375,5.19373958333333,0,0.686595224260425,0.846054962942085
"US-CMW",2019-12-25,24.9682219015559,2482712.06290625,7.74584375,0,1.20924466768581,1.49806394074702
"US-CMW",2019-12-26,37.5378114779687,2489620.15215625,4.81992708333333,0,1.88910700340815,2.32311363416288
"US-CMW",2019-12-28,34.8992270442843,2493627.285625,3.12270833333333,0,1.51164302098227,1.88743665791207
"US-CMW",2019-12-29,32.6088581478989,2498224.2018125,1.1756875,0,1.27413986645435,1.60473077390961
"US-CMW",2019-12-30,15.1770076229618,2498837.3731875,0.915979166666667,0,0.821284441282182,1.05112785871596
"US-CMW",2019-12-31,16.166571286625,2490670.79715625,4.37492708333333,0,0.568291849937152,0.717565386790183
"US-CMW",2020-01-02,22.8275452971911,2485562.57690625,6.53851041666667,0,1.16328392635338,1.44937993439557
"US-CMW",2020-01-03,15.1909236127491,2494753.0399375,2.64589583333333,0,1.07515530218243,1.33756816817435
"US-CMW",2020-01-04,13.110926466966,2491010.41225,4.23108333333333,0,0.840086283395895,1.05910485701484
